Course Title,Course Description,Antirequisites,Prerequisites,Extra Information,Course Weight,Subject
Health Sciences 4044A/B INTERNATIONAL HEALTH SYSTEM COMPARISONS,"All developed countries have health and health care systems that are designed to meet their current, prevailing health objectives. This course will review selected international health systems, including Canada's, and apply standard outcome measures that will indicate the extent to which they are meeting national health objectives.",,,3 lecture hours.,0.50,Health Sciences
Health Sciences 4051F/G MENTAL HEALTH: WELL-BEING AND RECOVERY,"An in-depth investigation into the philosophical and scientific nature of mental health and well-being, with a focus on the role of spirituality and emotion in recovery from cancer and addiction. Special attention will be paid to elucidating the neurophysiological and psychological basis of emotion. The course requires extensive reading and class participation and has an important 'teach-yourself' independent-study orientation.",,,2 lecture hours.,0.50,Health Sciences
Health Sciences 4074A/B GUIDELINES FOR PHYSICAL ACTIVITY AND EXERCISE IN OLDER ADULTS,"Guidelines and benefits of physical activity programs for older adults will be the focus. The epidemiology of relationships between physical activity and functional independence, physiological responses to exercise and chronic adaptations with training (both cardiorespiratory and strength), and the exercise influence on age-related chronic diseases will be examined.",Kinesiology 4474A/B,,3 lecture hours.,0.50,Health Sciences
Health Sciences 4090A/B SPECIAL TOPICS IN HEALTH SCIENCES,Selected topics in the area of Health Sciences. Topics and course descriptions available in the School of Health Studies office.,,,3 lecture hours.,0.50,Health Sciences
Health Sciences 4091A/B SPECIAL TOPICS IN HEALTH SCIENCES,Selected topics in the area of Health Sciences. Topics and course descriptions available in the School of Health Studies office.,,,3 lecture hours.,0.50,Health Sciences
Health Sciences 4092F/G SPECIAL TOPICS IN HEALTH SCIENCES,Selected topics in the area of Health Sciences. Topics and course descriptions available in the School of Health Studies office.,,,3 lecture hours.,0.50,Health Sciences
Health Sciences 4120A/B SOCIAL MEDIA AND HEALTH,"Social media and its associated technologies have become ubiquitous in all aspects of our lives. This course integrates an understanding of social media with research in health and medicine. The course explores social media uses in health to address methodological, conceptual, ethical and design issues pertinent to these emergent technologies.",,Health Sciences 2250A/B,3 lecture hours.,0.50,Health Sciences
Health Sciences 4131A/B MOVEMENT DISORDERS,"In this half-year online course, you will be introduced to the most common sequelae of movement disorders, and will explore disease-specific sequelae of some of the more prevalent movement disorders, including Parkinson's disease, restless legs syndrome, Huntington's disease, and Tourette's syndrome.",,Health Sciences 3300A/B,Online course.,0.50,Health Sciences
Health Sciences 4200F/G ADVANCED HEALTH PROMOTION,"Application of health promotion programming and principles. Upon completion, students should be able to: determine appropriateness of high-risk and population-based health promotion strategies; identify target populations; compose clear program objectives and goals; conduct needs assessment, epidemiological assessment, social marketing campaign, certain types of evaluations; develop compelling proposals for health promotion interventions.",,Health Sciences 2250A/B,"2 lecture hours, 1 seminar hour.",0.50,Health Sciences
Health Sciences 4202A/B HEALTH BEHAVIOR,"This course will explore theories/models of health behavior. Students will be introduced to the main tenets of various health behavior theories/models and their applications to selected health (e.g., smoking, exercise, substance use), illness (e.g., HIV/AIDS, Cancer) and preventive (e.g., condom use) behaviors.",,,3 lecture hours.,0.50,Health Sciences
Health Sciences 4205A/B HEALTH PROGRAM EVALUATION,"This course will develop your conceptual and applied understanding of program evaluation. It will focus on the types, purpose, application, and importance of evaluation techniques in the health field and will help you to develop the skills and strategies for preparing and managing evaluation activities.",,,3 lecture hours.,0.50,Health Sciences
Health Sciences 4208A/B UNDERSTANDING STRESS,"In this course we will undertake a critical examination of the notion of stress, broadly speaking. Selected topics covered will include: stress as fear, stress as anxiety, illness vs. disorder, responses to accumulated adversity, traumatic stress, existential despair, the concept of “flow”, stress as opportunity, motivator, and facilitator of meaning making.",,Health Sciences 2250A/B,3 lecture hours.,0.50,Health Sciences
Health Sciences 4220F/G HEALTH AMONG MARGINALIZED POPULATIONS,"This course examines marginalized populations through various critical perspectives, namely medical anthropology, feminism, and political-economy theory. Students will develop an understanding of how macro (i.e., gender, race, poverty) and micro (i.e., individual) forces intersect to produce marginality and particular health experiences for people who are relegated to the margins of society.",,,3 lecture hours.,0.50,Health Sciences
Health Sciences 4240F/G KNOWLEDGE TRANSLATION IN HEALTH,"The objective of this course is to have students gain an understanding of ""how can we support the use of research"". In order to accomplish this, the course will address how knowledge is created, the process by which knowledge is implemented and how knowledge is exchanged and evaluated.",,,3 lecture hours.,0.50,Health Sciences
Health Sciences 4245A/B INDIVIDUAL ANDCOMMUNITY PARTICIPATION IN HEALTH,"Participation in health care has gained critical importance in recent years. There are many ways individuals can take more responsibility for their own health, manage their own diseases, and participate in health decision-making. This course examines participatory action approaches and strategies to actively engage individuals and communities as true partners with the health system.",,Health Sciences 2250A/B,3 hours.,0.50,Health Sciences
Health Sciences 4250A/B POPULATION HEALTH INTERVENTIONS,"This course will investigate the theory, research, and methods of changing psychological, social, and environmental factors known to influence health promotion. The specific focus will be upon health interventions designed to care for populations throughout the lifespan.",,Health Sciences 2250A/B,3 lecture hours.,0.50,Health Sciences
"Health Sciences 4320A/B HUMAN EMBRYOLOGY, DEVELOPMENT AND DISEASE",This course will study the development of the human from fertilization through to parturition. Clinical implications of congenital anomalies and developmental disorders will be discussed from a morphological perspective. An understanding of the origin of various tissues and organs will provide the student a better understanding of the normal anatomy of the adult human.,,"Health Sciences 3300A/B, Kinesiology 3222A/B",3 hours.,0.50,Health Sciences
Health Sciences 4351A/B DISEASE MECHANISMS,"This course will provide a fundamental understanding of disease processes and their effects on the health of individuals. General concepts of disease, including etiology, pathogenesis, and clinical significance will be critically discussed in this seminar style course. These concepts will be applied in both a systems and regional approach to disease progression.",,Health Sciences 3300A/B,4 hours.,0.50,Health Sciences
Health Sciences 4400A/B ADVANCED HEALTH POLICY,"Critical health policy issues across and health care sectors, including financing of health care, models of health care delivery and the evolution of health care institutions, health human resources and consumer participation in health care. Examines Canadian Health policy in comparative (international) perspective.",,Health Sciences 3400A/B,"2 lecture hours, 1 tutorial hour.",0.50,Health Sciences
